#E(MeV) gtail(noUnits)
7.49894	9.916936000000002
13.3352	8.0797224
23.7137	7.0189064000000005
42.1697	3.297850800000001
74.9894	4.448123699999999
133.352	2.6037253000000007
237.137	2.4052673
421.697	2.3317188
749.894	2.1651669
1333.52	2.4700225000000007
2371.37	2.1433653
4216.97	2.1116230000000002
7498.94	2.1708182000000003
13335.2	4.08002
23713.7	2.2211127999999998
42169.7	3.7768365
74989.4	3.6564069999999997
133352.	2.0768561
237137.	2.204425
421697.	1.9870273000000003
749894.	1.833711
1.33352e6	1.8083212999999998
2.37137e6	1.6273816
